5711529359863,189.00
5711529359870,189.00
5711529359887,189.00
5711529359894,189.00
5711529359900,189.00
5711529359917,189.00
5711529359924,189.00
5711529359931,189.00
5711529359948,189.00
5711529359955,189.00
5711529359962,189.00
5711529359979,189.00
5711529359986,189.00
5711529359993,189.00
5711529360005,189.00
5711529360012,189.00
5711529360029,189.00
5711529360036,189.00
5711529360043,189.00
5711529360050,189.00
5711529360067,189.00
5711529360074,189.00
5711529360081,189.00
5711529360098,189.00
5711529360104,189.00
5711529360111,189.00
5711529360128,189.00
5711529360135,189.00
5711529360142,189.00
5711529360159,189.00
5711529360166,189.00
5711529360173,189.00
5711529360180,189.00
5711529360197,189.00
5711529360203,189.00
5711529360210,189.00
5711529360227,189.00
5711529360234,189.00
5711529360241,189.00
5711529360258,189.00
5711529360265,189.00
5711529360272,189.00
5711529360289,189.00
5711529360296,189.00
5711529360302,189.00
5711529360319,189.00
5711529360326,189.00
5711529360333,189.00
5711529360340,189.00
5711529360357,189.00
5711529360364,189.00
5711529360371,189.00
5711529360388,189.00
5711529360395,189.00
5711529360401,189.00
5711529360418,189.00
5711529360425,189.00
5711529360432,189.00
5711529360449,189.00
5711529360456,189.00
5711529360463,189.00
5711529360470,189.00
5711529360487,189.00
5711529360494,189.00
5711529360500,189.00
5711529360517,189.00
5711529360524,189.00
5711529360531,189.00
5711529360548,189.00
5711529360555,189.00
5711529360562,189.00
5711529360579,189.00
5711529360586,189.00
5711529360593,189.00
5711529360609,189.00
5711529360616,189.00
5711529360623,189.00
5711529360630,189.00
5711529360647,189.00
5711529360654,189.00
5711529360661,189.00
5711529360678,189.00
5711529360685,189.00
5711529360692,189.00
5711529360708,189.00
5711529360715,189.00
5711529360722,189.00
5711529360739,189.00
5711529360746,189.00
5711529360753,189.00
5711529360760,169.00
5711529360777,169.00
5711529360784,169.00
5711529360791,169.00
5711529360807,169.00
5711529360814,169.00
5711529360821,169.00
5711529360838,169.00
5711529360845,169.00
5711529360852,169.00
5711529360869,169.00
5711529360876,169.00
5711529360883,169.00
5711529360890,169.00
5711529360906,169.00
5711529360913,169.00
5711529360920,169.00
5711529360937,169.00
5711529360944,169.00
5711529360951,169.00
5711529360968,169.00
5711529360975,169.00
5711529360982,169.00
5711529360999,169.00
5711529361002,169.00
5711529361019,169.00
5711529361026,169.00
5711529361033,169.00
5711529361040,169.00
5711529361057,169.00
5711529361064,169.00
5711529361071,169.00
5711529361088,169.00
5711529361095,169.00
5711529361101,169.00
5711529361118,169.00
5711529361125,169.00
5711529361132,169.00
5711529361149,169.00
5711529361156,169.00
5711529361163,169.00
5711529361170,169.00
5711529361187,169.00
5711529361194,169.00
5711529361200,169.00
5711529361217,169.00
5711529361224,169.00
5711529361231,169.00
5711529361248,189.00
5711529361255,189.00
5711529361262,189.00
5711529361279,189.00
5711529361286,189.00
5711529361293,189.00
5711529361309,189.00
5711529361316,189.00
5711529361323,189.00
5711529361330,189.00
5711529361347,189.00
5711529361354,189.00
5711529361361,189.00
5711529361378,189.00
5711529361385,189.00
5711529361392,189.00
5711529361408,189.00
5711529361415,189.00
5711529361422,189.00
5711529361439,189.00
5711529361446,189.00
5711529361453,189.00
5711529361460,189.00
5711529361477,189.00
5711529361484,189.00
5711529361491,189.00
5711529361507,189.00
5711529361514,189.00
5711529361521,189.00
5711529361538,189.00
5711529361545,189.00
5711529361552,189.00
5711529361569,189.00
5711529361576,189.00
5711529361583,189.00
5711529361590,189.00
5711529361606,189.00
5711529361613,189.00
5711529361620,189.00
5711529361637,189.00
5711529361644,189.00
5711529361651,189.00
5711529361668,189.00
5711529361675,189.00
5711529361682,189.00
5711529361699,189.00
5711529361705,189.00
5711529361712,189.00
5711529361729,169.00
5711529361736,169.00
5711529361743,169.00
5711529361750,169.00
5711529361767,169.00
5711529361774,169.00
5711529361781,169.00
5711529361798,169.00
5711529361804,169.00
5711529361811,169.00
5711529361828,169.00
5711529361835,169.00
5711529361842,169.00
5711529361859,169.00
5711529361866,169.00
5711529361873,169.00
5711529361880,169.00
5711529361897,169.00
5711529361903,169.00
5711529361910,169.00
5711529361927,169.00
5711529361934,169.00
5711529361941,169.00
5711529361958,169.00
5711529361965,169.00
5711529361972,169.00
5711529361989,169.00
5711529361996,169.00
5711529362009,169.00
5711529362016,169.00
5711529362023,169.00
5711529362030,169.00
5711529362047,169.00
5711529362054,169.00
5711529362061,169.00
5711529362078,169.00
5711529362085,169.00
5711529362092,169.00
5711529362108,169.00
5711529362115,169.00
5711529362122,169.00
5711529362139,169.00
5711529362146,169.00
5711529362153,169.00
5711529362160,169.00
5711529362177,169.00
5711529362184,169.00
5711529362191,169.00
5711529362207,249.00
5711529362214,249.00
5711529362221,249.00
5711529362238,249.00
5711529362245,249.00
5711529362252,249.00
5711529362269,249.00
5711529362276,249.00
5711529362283,249.00
5711529362290,249.00
5711529362306,249.00
5711529362313,249.00
5711529362320,249.00
5711529362337,249.00
5711529362344,249.00
5711529362351,249.00
5711529362368,249.00
5711529362375,249.00
5711529362382,249.00
5711529362399,249.00
5711529362405,249.00
5711529362412,249.00
5711529362429,249.00
5711529362436,249.00
5711529362443,249.00
5711529362450,249.00
5711529362467,249.00
5711529362474,249.00
5711529362481,249.00
5711529362498,249.00
5711529362504,249.00
5711529362511,249.00
5711529362528,249.00
5711529362535,249.00
5711529362542,249.00
5711529362559,249.00
5711529362566,249.00
5711529362573,249.00
5711529362580,249.00
5711529362597,249.00
5711529362603,169.00
5711529362610,169.00
5711529362627,169.00
5711529362634,169.00
5711529362641,169.00
5711529362658,169.00
5711529362665,169.00
5711529362672,169.00
5711529362689,169.00
5711529362696,169.00
5711529362702,169.00
5711529362719,169.00
5711529362726,169.00
5711529362733,169.00
5711529362740,169.00
5711529362757,169.00
5711529362764,169.00
5711529362771,169.00
5711529362788,169.00
5711529362795,169.00
5711529362801,169.00
5711529362818,169.00
5711529362825,169.00
5711529362832,169.00
5711529362849,169.00
5711529362856,169.00
5711529362863,169.00
5711529362870,169.00
5711529362887,169.00
5711529362894,169.00
5711529362900,169.00
5711529362917,169.00
5711529362924,169.00
5711529362931,169.00
5711529362948,169.00
5711529362955,169.00
5711529362962,169.00
5711529362979,169.00
5711529362986,169.00
5711529362993,169.00
5711529363006,169.00
5711529363013,169.00
5711529363020,169.00
5711529363037,169.00
5711529363044,169.00
5711529363051,169.00
5711529363068,169.00
5711529363075,169.00
5711529363082,169.00
5711529363099,169.00
5711529363105,169.00
5711529363112,169.00
5711529363129,169.00
5711529363136,169.00
5711529363143,169.00
5711529363150,169.00
5711529363167,169.00
5711529363174,169.00
5711529363181,169.00
5711529363198,169.00
5711529363204,169.00
5711529363211,169.00
5711529363228,169.00
5711529363235,169.00
5711529363242,169.00
5711529363259,169.00
5711529363266,169.00
5711529363273,169.00
5711529363280,169.00
5711529363297,169.00
5711529363303,79.00
5711529363310,79.00
5711529363327,79.00
5711529363334,79.00
5711529363341,79.00
5711529363358,79.00
5711529363365,79.00
5711529363372,79.00
5711529363389,79.00
5711529363396,79.00
5711529363402,79.00
5711529363419,79.00
5711529363426,79.00
5711529363433,79.00
5711529363440,79.00
5711529363457,79.00
5711529363464,79.00
5711529363471,79.00
5711529363488,79.00
5711529363495,79.00
5711529363501,79.00
5711529363518,79.00
5711529363525,79.00
5711529363532,79.00
5711529363549,79.00
5711529363556,79.00
5711529363563,79.00
5711529363570,79.00
5711529363587,99.00
5711529363594,99.00
5711529363600,99.00
5711529363617,99.00
5711529363624,99.00
5711529363631,99.00
5711529363648,99.00
5711529363655,99.00
5711529363662,99.00
5711529363679,99.00
5711529363686,99.00
5711529363693,99.00
5711529363709,99.00
5711529363716,99.00
5711529363723,99.00
5711529363730,99.00
5711529363747,99.00
5711529363754,99.00
5711529363761,99.00
5711529363778,99.00
5711529363785,99.00
5711529363792,99.00
5711529363808,99.00
5711529363815,99.00
5711529363822,99.00
5711529363839,99.00
5711529363846,99.00
5711529363853,99.00
5711529363860,189.00
5711529363877,189.00
5711529363884,189.00
5711529363891,189.00
5711529363907,189.00
5711529363914,189.00
5711529363921,189.00
5711529363938,189.00
5711529363945,189.00
5711529363952,189.00
5711529363969,189.00
5711529363976,189.00
5711529363983,189.00
5711529363990,189.00
5711529364003,189.00
5711529364010,189.00
5711529364027,189.00
5711529364034,189.00
5711529364041,189.00
5711529364058,189.00
5711529364065,189.00
5711529364072,189.00
5711529364089,189.00
5711529364096,189.00
5711529364102,189.00
5711529364119,189.00
5711529364126,189.00
5711529364133,189.00
5711529364140,189.00
5711529364157,189.00
5711529364164,189.00
5711529364171,189.00
5711529364188,189.00
5711529364195,189.00
5711529364201,189.00
5711529364218,189.00
5711529364225,189.00
5711529364232,189.00
5711529364249,189.00
5711529364256,189.00
5711529364263,159.00
5711529364270,159.00
5711529364287,159.00
5711529364294,159.00
5711529364300,159.00
5711529364317,159.00
5711529364324,159.00
5711529364331,159.00
5711529364348,159.00
5711529364355,159.00
5711529364362,159.00
5711529364379,159.00
5711529364386,159.00
5711529364393,159.00
5711529364409,159.00
5711529364416,159.00
5711529364423,159.00
5711529364430,159.00
5711529364447,159.00
5711529364454,159.00
5711529364461,159.00
5711529364478,159.00
5711529364485,159.00
5711529364492,159.00
5711529364508,159.00
5711529364515,159.00
5711529364522,159.00
5711529364539,159.00
5711529364546,159.00
5711529364553,159.00
5711529364560,159.00
5711529364577,159.00
5711529364584,159.00
5711529364591,159.00
5711529364607,159.00
5711529364614,159.00
5711529364621,159.00
5711529364638,159.00
5711529364645,159.00
5711529364652,159.00
5711529364669,179.00
5711529364676,179.00
5711529364683,179.00
5711529364690,179.00
5711529364706,179.00
5711529364713,179.00
5711529364720,179.00
5711529364737,179.00
5711529364744,179.00
5711529364751,179.00
5711529364768,179.00
5711529364775,179.00
5711529364782,179.00
5711529364799,179.00
5711529364805,179.00
5711529364812,179.00
5711529364829,179.00
5711529364836,179.00
5711529364843,179.00
5711529364850,179.00
5711529364867,179.00
5711529364874,179.00
5711529364881,179.00
5711529364898,179.00
5711529364904,179.00
5711529364911,179.00
5711529364928,179.00
5711529364935,179.00
5711529364942,179.00
5711529364959,179.00
5711529364966,179.00
5711529364973,179.00
5711529364980,179.00
5711529364997,179.00
5711529365000,179.00
5711529365017,179.00
5711529365024,179.00
5711529365031,179.00
5711529365048,179.00
5711529365055,179.00
5711529365062,179.00
5711529365079,179.00
5711529365086,179.00
5711529365093,179.00
5711529365109,179.00
5711529365116,179.00
5711529365123,179.00
5711529365130,179.00
5711529365147,179.00
5711529365154,179.00
5711529365161,179.00
5711529365178,179.00
5711529365185,179.00
5711529365192,179.00
5711529365208,179.00
5711529365215,179.00
5711529365222,179.00
5711529365239,179.00
5711529365246,179.00
5711529365253,179.00
5711529365260,179.00
5711529365277,179.00
5711529365284,179.00
5711529365291,179.00
5711529365307,179.00
5711529365314,179.00
5711529365321,179.00
5711529365338,179.00
5711529365345,179.00
5711529365352,179.00
5711529365369,179.00
5711529365376,179.00
5711529365383,179.00
5711529365390,179.00
5711529365406,179.00
5711529365413,179.00
5711529365420,179.00
5711529365437,179.00
5711529365444,159.00
5711529365451,159.00
5711529365468,159.00
5711529365475,159.00
5711529365482,159.00
5711529365499,159.00
5711529365505,159.00
5711529365512,159.00
5711529365529,159.00
5711529365536,159.00
5711529365543,159.00
5711529365550,159.00
5711529365567,159.00
5711529365574,159.00
5711529365581,159.00
5711529365598,159.00
5711529365604,159.00
5711529365611,159.00
5711529365628,159.00
5711529365635,159.00
5711529365642,159.00
5711529365659,159.00
5711529365666,159.00
5711529365673,159.00
5711529365680,159.00
5711529365697,159.00
5711529365703,159.00
5711529365710,159.00
5711529365727,159.00
5711529365734,159.00
5711529365741,159.00
5711529365758,159.00
5711529365765,159.00
5711529365772,159.00
